region,site_name,lawa_site_id,indicator,year,days_measured,exceed_who_daily,exceed_nes_daily
Waikato,Waitomo District Council,LAWA-100137,PM2.5,2019,46,1,
Waikato,Waitomo District Council,LAWA-100137,PM2.5,2020,301,41,
Waikato,Waitomo District Council,LAWA-100137,PM2.5,2021,342,75,
Waikato,Waitomo District Council,LAWA-100137,PM2.5,2022,360,45,
Waikato,Waitomo District Council,LAWA-100137,PM2.5,2023,365,33,
Waikato,Waitomo District Council,LAWA-100137,PM2.5,2024,360,42,
Wellington,Lower Hutt (Phil Evans Reserve),LAWA-100080,PM10,2016,364,0,0.0
Wellington,Lower Hutt (Phil Evans Reserve),LAWA-100080,PM10,2017,355,0,0.0
Wellington,Lower Hutt (Phil Evans Reserve),LAWA-100080,PM10,2018,363,0,0.0
Wellington,Lower Hutt (Phil Evans Reserve),LAWA-100080,PM10,2019,363,0,0.0
Wellington,Lower Hutt (Phil Evans Reserve),LAWA-100080,PM10,2020,365,0,0.0
Wellington,Lower Hutt (Phil Evans Reserve),LAWA-100080,PM10,2021,351,0,0.0
Wellington,Lower Hutt (Phil Evans Reserve),LAWA-100080,PM10,2022,364,1,1.0
Wellington,Lower Hutt (Phil Evans Reserve),LAWA-100080,PM10,2023,365,0,0.0
Wellington,Lower Hutt (Phil Evans Reserve),LAWA-100080,PM10,2024,362,0,0.0
Wellington,Masterton West (Pownall Street),LAWA-100084,PM10,2016,353,3,1.0
Wellington,Masterton West (Pownall Street),LAWA-100084,PM10,2017,356,6,3.0
Wellington,Masterton West (Pownall Street),LAWA-100084,PM10,2018,360,6,3.0
Wellington,Masterton West (Pownall Street),LAWA-100084,PM10,2019,356,6,4.0
Wellington,Masterton West (Pownall Street),LAWA-100084,PM10,2020,360,1,0.0
Wellington,Masterton West (Pownall Street),LAWA-100084,PM10,2021,347,3,1.0
Wellington,Masterton West (Pownall Street),LAWA-100084,PM10,2022,365,3,1.0
Wellington,Masterton West (Pownall Street),LAWA-100084,PM10,2023,335,1,1.0
Wellington,Masterton West (Pownall Street),LAWA-100084,PM10,2024,338,5,3.0
Wellington,Masterton West (Pownall Street),LAWA-100084,PM2.5,2016,357,60,
Wellington,Masterton West (Pownall Street),LAWA-100084,PM2.5,2017,362,76,
Wellington,Masterton West (Pownall Street),LAWA-100084,PM2.5,2018,351,71,
Wellington,Masterton West (Pownall Street),LAWA-100084,PM2.5,2019,351,75,
Wellington,Masterton West (Pownall Street),LAWA-100084,PM2.5,2020,360,86,
Wellington,Masterton West (Pownall Street),LAWA-100084,PM2.5,2021,359,79,
Wellington,Masterton West (Pownall Street),LAWA-100084,PM2.5,2022,355,51,
Wellington,Masterton West (Pownall Street),LAWA-100084,PM2.5,2023,336,59,
Wellington,Masterton West (Pownall Street),LAWA-100084,PM2.5,2024,323,55,
Wellington,Upper Hutt (Savage Park),LAWA-100132,PM10,2016,363,0,0.0
Wellington,Upper Hutt (Savage Park),LAWA-100132,PM10,2017,361,0,0.0
Wellington,Upper Hutt (Savage Park),LAWA-100132,PM10,2018,360,0,0.0
Wellington,Upper Hutt (Savage Park),LAWA-100132,PM10,2019,364,0,0.0
Wellington,Upper Hutt (Savage Park),LAWA-100132,PM10,2020,364,0,0.0
Wellington,Upper Hutt (Savage Park),LAWA-100132,PM10,2021,364,0,0.0
Wellington,Upper Hutt (Savage Park),LAWA-100132,PM10,2022,359,0,0.0
Wellington,Upper Hutt (Savage Park),LAWA-100132,PM10,2023,360,0,0.0
Wellington,Upper Hutt (Savage Park),LAWA-100132,PM10,2024,364,0,0.0
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM10,2016,362,0,0.0
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM10,2017,351,0,0.0
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM10,2018,363,0,0.0
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM10,2019,362,0,0.0
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM10,2020,223,0,0.0
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM10,2021,357,0,0.0
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM10,2022,363,0,0.0
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM10,2023,363,0,0.0
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM10,2024,360,0,0.0
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM2.5,2016,360,17,
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM2.5,2017,357,28,
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM2.5,2018,362,16,
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM2.5,2019,363,15,
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM2.5,2020,360,28,
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM2.5,2021,363,18,
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM2.5,2022,360,8,
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM2.5,2023,364,9,
Wellington,Wainuiomata (Moohan Street),LAWA-100136,PM2.5,2024,364,13,
Wellington,Wellington Central (Willis Street),LAWA-100142,PM10,2016,314,0,0.0
Wellington,Wellington Central (Willis Street),LAWA-100142,PM10,2017,363,0,0.0
Wellington,Wellington Central (Willis Street),LAWA-100142,PM10,2018,364,0,0.0
Wellington,Wellington Central (Willis Street),LAWA-100142,PM10,2019,360,0,0.0
Wellington,Wellington Central (Willis Street),LAWA-100142,PM10,2020,362,0,0.0
Wellington,Wellington Central (Willis Street),LAWA-100142,PM10,2021,363,0,0.0
Wellington,Wellington Central (Willis Street),LAWA-100142,PM10,2022,365,0,0.0
Wellington,Wellington Central (Willis Street),LAWA-100142,PM10,2023,354,0,0.0
Wellington,Wellington Central (Willis Street),LAWA-100142,PM10,2024,361,0,0.0
Wellington,Wellington Central (Willis Street),LAWA-100142,PM2.5,2016,300,0,
Wellington,Wellington Central (Willis Street),LAWA-100142,PM2.5,2017,340,1,
Wellington,Wellington Central (Willis Street),LAWA-100142,PM2.5,2018,334,0,
Wellington,Wellington Central (Willis Street),LAWA-100142,PM2.5,2019,365,1,
Wellington,Wellington Central (Willis Street),LAWA-100142,PM2.5,2020,363,2,
Wellington,Wellington Central (Willis Street),LAWA-100142,PM2.5,2021,364,0,
Wellington,Wellington Central (Willis Street),LAWA-100142,PM2.5,2022,352,0,
Wellington,Wellington Central (Willis Street),LAWA-100142,PM2.5,2023,360,1,
Wellington,Wellington Central (Willis Street),LAWA-100142,PM2.5,2024,356,0,
West Coast,Reefton AQ @ Cnr Lucas St and Buller Rd,LAWA-104128,PM10,2016,254,4,1.0
West Coast,Reefton AQ @ Cnr Lucas St and Buller Rd,LAWA-104128,PM10,2024,243,1,0.0
West Coast,Reefton AQ at School Pool,LAWA-100116,PM10,2019,145,0,0.0
West Coast,Reefton AQ at School Pool,LAWA-100116,PM10,2020,336,3,2.0
West Coast,Reefton AQ at School Pool,LAWA-100116,PM10,2021,343,0,0.0
West Coast,Reefton AQ at School Pool,LAWA-100116,PM10,2022,333,1,1.0
West Coast,Reefton AQ at School Pool,LAWA-100116,PM10,2023,365,1,0.0
West Coast,Reefton AQ at School Pool,LAWA-100116,PM10,2024,366,0,0.0
West Coast,Reefton AQ at School Pool,LAWA-100116,PM2.5,2019,145,3,
West Coast,Reefton AQ at School Pool,LAWA-100116,PM2.5,2020,337,42,
West Coast,Reefton AQ at School Pool,LAWA-100116,PM2.5,2021,343,34,
West Coast,Reefton AQ at School Pool,LAWA-100116,PM2.5,2022,333,23,
West Coast,Reefton AQ at School Pool,LAWA-100116,PM2.5,2023,365,41,
West Coast,Reefton AQ at School Pool,LAWA-100116,PM2.5,2024,366,39,
